craigId,title,price,zipcode,longitude,beds,latitude,link,numPic,baths,date,size,contentLen,reposts
5465511086,,736,40517,-84.4945,2,37.983588,/apa/5465511086.html,12,1.0,Mar 3,883,40,
5475275438,,850,40502,-84.461646,3,38.01919,/apa/5475275438.html,0,,Mar 3,,13,
5475282620,,907,40517,-84.483662,2,37.964399,/apa/5475282620.html,7,1.0,Mar 3,924,32,
5461567988,,721,40517,-84.4945,2,37.983588,/apa/5461567988.html,9,1.0,Mar 3,946,36,
5472112777,,696,40517,-84.4945,2,37.983588,/apa/5472112777.html,14,1.0,Mar 3,997,40,
5459887165,,757,40517,-84.513809,2,37.989981,/apa/5459887165.html,9,1.0,Mar 3,800,44,
5442414431,,460,40505,-84.440417,1,38.056498,/apa/5442414431.html,5,1.0,Mar 3,575,19,
5456736934,,844,40517,-84.513809,2,37.989981,/apa/5456736934.html,8,1.5,Mar 3,1015,44,
5474524512,,525,40502,-84.468918,0,38.019361,/apa/5474524512.html,0,678.0,Mar 3,678,4,
5465404984,,700,40517,-84.4816,1,37.9849,/apa/5465404984.html,7,1.0,Mar 3,640,19,
5469763026,,698,40517,-84.4945,2,37.983588,/apa/5469763026.html,14,1.0,Mar 3,997,40,
5460968823,,535,40517,-84.472224,1,37.977813,/apa/5460968823.html,4,1.0,Mar 3,432,17,
5474340987,,995,40508,-84.499,0,38.0513,/apa/5474340987.html,15,572.0,Mar 3,572,3,
5474789833,,795,40502,-84.480915,0,38.025647,/apa/5474789833.html,12,,Mar 3,,9,
5474816150,,800,40502,-84.468594,2,38.01968,/apa/5474816150.html,14,1.0,Mar 3,950,12,
5474824452,,695,40507,-84.495896,0,38.037935,/apa/5474824452.html,9,,Mar 3,,10,
5474837079,,645,40517,-84.472224,1,37.977813,/apa/5474837079.html,12,1.0,Mar 3,792,17,
5462592678,,535,40517,-84.472224,1,37.977813,/apa/5462592678.html,4,1.0,Mar 3,432,17,
5474839585,,550,40507,-84.497395,1,38.037411,/apa/5474839585.html,4,,Mar 3,,1,
5474828615,,736,40517,-84.4945,2,37.983588,/apa/5474828615.html,15,1.0,Mar 3,883,40,
5471523274,,835,40510,-84.683433,2,38.148007,/apa/5471523274.html,8,2.5,Mar 3,1100,12,
5474844792,,805,40517,-84.4708,1,37.9651,/apa/5474844792.html,0,1.0,Mar 3,745,43,
5471688027,,699,40517,-84.4816,1,37.9849,/apa/5471688027.html,6,1.0,Mar 3,720,19,
5451770668,,1164,40510,-84.565716,3,38.08502,/apa/5451770668.html,8,,Mar 3,,19,
5474848902,,915,40517,-84.4708,2,37.9651,/apa/5474848902.html,0,2.0,Mar 3,1069,43,
5474832958,,816,40517,-84.4945,2,37.983588,/apa/5474832958.html,15,1.0,Mar 3,883,40,
5463099012,,1139,40510,-84.565372,3,38.087283,/apa/5463099012.html,9,,Mar 3,,21,
5451753325,,884,40517,-84.462749,2,37.991031,/apa/5451753325.html,4,,Mar 3,,17,
5460733512,,1029,40505,-84.443816,4,38.058983,/apa/5460733512.html,5,,Mar 3,,19,
5471283031,,1389,40504,-84.556746,3,38.083821,/apa/5471283031.html,7,,Mar 3,,17,
5463107028,,1449,40510,-84.558412,3,38.084302,/apa/5463107028.html,8,,Mar 3,,22,
5474858436,,529,40502,-84.4854,0,38.0174,/apa/5474858436.html,0,,Mar 3,,10,
5474874186,,1069,40505,-84.423087,2,38.026966,/apa/5474874186.html,17,2.0,Mar 3,1176,62,
5474863669,,1125,40517,-84.5097,0,37.984342,/apa/5474863669.html,15,,Mar 3,,10,
5456924745,,757,40517,-84.513809,2,37.989981,/apa/5456924745.html,9,1.0,Mar 3,800,44,
5474866055,,878,40517,-84.520054,2,37.969373,/apa/5474866055.html,15,2.0,Mar 3,1097,55,
5474881187,,1175,40508,-84.5007,3,38.0932,/apa/5474881187.html,17,2.5,Mar 3,1528,7,
5471517889,,699,40517,-84.496423,1,37.974154,/apa/5471517889.html,3,1.0,Mar 3,708,18,
5474883556,,899,40517,-84.482625,3,37.980989,/apa/5474883556.html,21,1.5,Mar 3,1350,16,
5471414115,,839,40517,-84.496423,2,37.974154,/apa/5471414115.html,2,2.0,Mar 3,986,14,
5461238497,,750,40514,-84.575706,3,37.873264,/apa/5461238497.html,0,2.0,Mar 3,1200,13,
5465999995,,1450,40517,-84.4708,3,37.9651,/apa/5465999995.html,0,2.5,Mar 3,2221,10,
5462265744,,1395,40502,-84.4274,3,38.0102,/apa/5462265744.html,6,,Mar 3,,2,
5462265457,,1495,40502,-84.4274,4,38.0102,/apa/5462265457.html,7,,Mar 3,,2,
5455503469,,435,40515,-84.319983,0,37.847579,/apa/5455503469.html,0,,Mar 3,,3,
5444957098,,429,40507,-84.497631,3,38.036752,/apa/5444957098.html,0,1.0,Mar 3,900,7,
5430694511,,760,40504,-84.549155,2,38.048468,/apa/5430694511.html,9,1.0,Mar 3,900,17,
5474911113,,1500,40505,-84.482888,2,38.088312,/apa/5474911113.html,24,2.0,Mar 3,1465,3,
5474911544,,675,40517,-84.497093,1,37.984663,/apa/5474911544.html,0,1.0,Mar 3,708,22,
5474912223,,586,40514,-84.566192,1,37.894054,/apa/5474912223.html,3,1.0,Mar 3,600,44,
5474917955,,475,40514,-84.566192,0,37.894054,/apa/5474917955.html,3,,Mar 3,,44,
5474916393,,900,40517,-84.496939,3,37.992046,/apa/5474916393.html,11,2.0,Mar 3,1300,3,
5461169556,,375,40510,-84.878037,1,38.189176,/apa/5461169556.html,0,,Mar 3,,7,
5474918850,,420,40507,-84.495581,4,38.032527,/apa/5474918850.html,0,2.0,Mar 3,1800,7,
5433822924,,1500,40505,-84.443898,4,38.047057,/apa/5433822924.html,0,2.5,Mar 3,3050,9,
5474928183,,2400,40511,-84.560202,3,38.205579,/apa/5474928183.html,24,3.5,Mar 3,1750,3,
5474941232,,1250,40514,-84.589365,3,37.880088,/apa/5474941232.html,0,2.0,Mar 3,1568,9,
5455952464,,100,40508,-84.5007,4,38.0932,/apa/5455952464.html,24,2.0,Mar 3,1675,13,
5467276079,,1595,40508,-84.50858,4,38.094411,/apa/5467276079.html,24,2.0,Mar 3,1670,13,
5471670595,,805,40517,-84.4816,1,37.9849,/apa/5471670595.html,8,1.0,Mar 3,514,19,
5471725755,,795,40517,-84.472224,2,37.977813,/apa/5471725755.html,8,1.5,Mar 3,1117,17,
5474952920,,632,40517,-84.513809,1,37.989981,/apa/5474952920.html,8,1.0,Mar 3,640,43,
5474961182,,950,40517,-84.511037,3,37.985713,/apa/5474961182.html,0,1.0,Mar 3,1075,12,
5460015087,,1800,40508,-84.50858,4,38.094411,/apa/5460015087.html,24,2.0,Mar 3,1675,13,
5443773111,,760,40507,-84.491908,2,38.034859,/apa/5443773111.html,0,,Mar 3,,12,
5474989978,,875,40507,-84.496601,1,38.039878,/apa/5474989978.html,10,,Mar 3,,16,
5436058516,,590,40517,-84.475493,1,37.964024,/apa/5436058516.html,0,1.0,Mar 3,760,2,
5471771313,,711,40517,-84.4945,2,37.983588,/apa/5471771313.html,14,1.0,Mar 3,946,41,
5471832121,,1050,40514,-84.5646,4,37.8808,/apa/5471832121.html,0,2.0,Mar 3,1616,9,
5474995679,,736,40517,-84.4945,2,37.983588,/apa/5474995679.html,9,1.0,Mar 3,883,36,
5436067447,,715,40517,-84.475493,2,37.964024,/apa/5436067447.html,2,2.0,Mar 3,1000,2,
5458601754,,625,40508,-84.499,1,38.0513,/apa/5458601754.html,5,,Mar 3,,10,
5474989416,,1035,40515,-84.31194,3,37.729836,/apa/5474989416.html,0,,Mar 3,,9,
5475015034,,575,40517,-84.508574,0,37.976342,/apa/5475015034.html,5,,Mar 3,,13,
5475015834,,1575,40517,-84.465962,4,37.964036,/apa/5475015834.html,24,2.5,Mar 3,2700,3,
5475020048,,1400,40508,-84.502162,4,38.047341,/apa/5475020048.html,16,2.0,Mar 3,1662,7,
5475027142,,875,40515,-84.302795,2,37.760995,/apa/5475027142.html,7,2.0,Mar 3,1100,1,
5475025035,,1390,40514,-84.545395,3,37.967757,/apa/5475025035.html,24,2.5,Mar 3,1380,5,
5475024017,,999,40508,-84.50858,2,38.094411,/apa/5475024017.html,18,2.0,Mar 3,1457,7,
5475029525,,1000,40508,-84.515747,3,38.034622,/apa/5475029525.html,24,2.0,Mar 3,1025,3,
5475030277,,645,40517,-84.472224,1,37.977813,/apa/5475030277.html,4,1.0,Mar 3,792,17,
5475035116,,1300,40502,-84.4854,3,38.0174,/apa/5475035116.html,13,2.0,Mar 3,911,7,
5475016895,,500,40507,-84.4857,4,38.044471,/apa/5475016895.html,24,1.0,Mar 3,1876,13,
5475044077,,975,40502,-84.468594,3,38.01968,/apa/5475044077.html,14,2.0,Mar 3,1150,20,
5475030687,,1313,40507,-84.4953,2,38.0464,/apa/5475030687.html,7,,Mar 3,,37,
5471905806,,699,40517,-84.4816,1,37.9849,/apa/5471905806.html,7,1.0,Mar 3,720,19,
5454088439,,200,40510,-84.724215,1,38.056599,/apa/5454088439.html,8,,Mar 3,,19,
5475040430,,1286,40507,-84.4953,2,38.0464,/apa/5475040430.html,6,,Mar 3,,37,
5474341841,,1100,40509,-84.405651,3,38.022336,/apa/5474341841.html,14,2.5,Mar 3,1629,8,
5461294881,,625,40514,-84.566692,0,37.888758,/apa/5461294881.html,8,,Mar 3,,10,
5466957924,,700,40517,-84.4816,1,37.9849,/apa/5466957924.html,7,1.0,Mar 3,640,19,
5474347767,,792,40510,-84.822328,1,38.1749,/apa/5474347767.html,5,1.0,Mar 3,748,55,
5474338608,,2200,40502,-84.4274,4,38.0102,/apa/5474338608.html,24,2.5,Mar 3,3140,4,
5469766300,,575,40515,-84.319532,2,37.84502,/apa/5469766300.html,0,,Mar 3,,5,
5474356381,,929,40517,-84.494325,2,37.983963,/apa/5474356381.html,24,2.0,Mar 3,1214,18,
5474359026,,504,40508,-84.51119,0,38.040473,/apa/5474359026.html,6,,Mar 3,,10,
5471209959,,741,40517,-84.4945,2,37.983588,/apa/5471209959.html,9,1.0,Mar 3,946,36,
5474353052,,1700,40502,-84.4854,3,38.0174,/apa/5474353052.html,24,2.0,Mar 3,2100,3,
5431782948,,699,40508,-84.499,2,38.0513,/apa/5431782948.html,2,,Mar 3,,3,
5430202962,,1300,40508,-84.499,3,38.0513,/apa/5430202962.html,2,,Mar 3,,3,
5430213587,,570,40508,-84.499,1,38.0513,/apa/5430213587.html,2,,Mar 3,,3,
5431800768,,650,40508,-84.499,2,38.0513,/apa/5431800768.html,2,,Mar 3,,11,
5474364963,,1300,40503,-84.5282,3,38.001,/apa/5474364963.html,24,2.0,Mar 3,1743,2,
5430230423,,625,40508,-84.499,2,38.0513,/apa/5430230423.html,2,,Mar 3,,8,
5470326012,,1085,40505,-84.4583,3,38.0612,/apa/5470326012.html,4,,Mar 3,,9,
5463100461,,605,40517,-84.4816,1,37.9849,/apa/5463100461.html,0,1.0,Mar 3,600,4,
5466952203,,746,40517,-84.460622,1,37.992892,/apa/5466952203.html,12,,Mar 3,,14,
5443671916,,736,40517,-84.460622,1,37.992892,/apa/5443671916.html,11,,Mar 3,,24,
5430234811,,730,40508,-84.499,3,38.0513,/apa/5430234811.html,2,,Mar 3,,11,
5441931630,,1449,40504,-84.555438,3,38.082132,/apa/5441931630.html,8,,Mar 3,,4,
5441916980,,1349,40511,-84.532971,3,38.188073,/apa/5441916980.html,6,,Mar 3,,8,
5441940061,,1219,40513,-84.755058,3,38.041619,/apa/5441940061.html,7,,Mar 3,,9,
5441990331,,1299,40510,-84.557347,3,38.081625,/apa/5441990331.html,5,,Mar 3,,10,
5441948471,,1389,40504,-84.554858,3,38.084007,/apa/5441948471.html,7,,Mar 3,,7,
5442010599,,1299,40504,-84.532585,2,38.065798,/apa/5442010599.html,10,,Mar 3,,11,
5442023226,,759,40504,-84.529967,1,38.065021,/apa/5442023226.html,7,,Mar 3,,9,
5441707843,,1441,40504,-84.555116,3,38.08502,/apa/5441707843.html,7,,Mar 3,,5,
5430605582,,1199,40502,-84.470216,3,38.00933,/apa/5430605582.html,9,2.0,Mar 3,1400,18,
5443241708,,999,40502,-84.470216,2,38.00933,/apa/5443241708.html,11,2.0,Mar 3,1258,18,
5440188010,,869,40502,-84.470216,1,38.00933,/apa/5440188010.html,8,1.0,Mar 3,936,18,
5471256113,,884,40517,-84.462749,2,37.991031,/apa/5471256113.html,4,,Mar 3,,17,
5471262239,,1219,40513,-84.754372,3,38.041196,/apa/5471262239.html,4,,Mar 3,,18,
5471250088,,1029,40505,-84.443816,4,38.058983,/apa/5471250088.html,5,,Mar 3,,19,
5474388419,,643,40517,-84.495893,1,37.989398,/apa/5474388419.html,16,1.0,Mar 3,640,28,
5464172268,,1449,40510,-84.558412,3,38.084302,/apa/5464172268.html,8,,Mar 3,,11,
5460945810,,1149,40508,-84.5007,3,38.0932,/apa/5460945810.html,7,,Mar 3,,18,
5474388900,,800,40511,-84.5562,2,38.2117,/apa/5474388900.html,0,1.5,Mar 3,1500,1,
5464157606,,1164,40510,-84.564686,3,38.087148,/apa/5464157606.html,7,,Mar 3,,19,
5464166618,,1389,40504,-84.556325,3,38.085225,/apa/5464166618.html,7,,Mar 3,,17,
5474404974,,668,40517,-84.49585,1,37.989432,/apa/5474404974.html,17,1.0,Mar 3,720,28,
5474407879,,899,40503,-84.5282,2,38.001,/apa/5474407879.html,0,2.0,Mar 3,1070,12,
5471260080,,500,40515,-84.290284,2,37.761507,/apa/5471260080.html,0,,Mar 3,,13,
5471255317,,650,40515,-84.295727,1,37.746769,/apa/5471255317.html,9,1.0,Mar 3,900,18,
5474408700,,751,40517,-84.513809,2,37.989981,/apa/5474408700.html,9,1.0,Mar 3,800,44,
5459643185,,825,40502,-84.4274,2,38.0102,/apa/5459643185.html,0,2.0,Mar 3,875,34,
5474409835,,795,40517,-84.472224,2,37.977813,/apa/5474409835.html,4,1.5,Mar 3,1117,17,
5471241670,,625,40517,-84.472224,1,37.977813,/apa/5471241670.html,12,1.0,Mar 3,792,17,
5470210003,,710,40502,-84.4274,1,38.0102,/apa/5470210003.html,15,1.0,Mar 3,725,23,
5474413778,,865,40517,-84.495678,2,37.989297,/apa/5474413778.html,17,1.5,Mar 3,1250,28,
5474420819,,1657,40508,-84.5007,4,38.0932,/apa/5474420819.html,0,,Mar 3,,11,
5471222391,,760,40517,-84.4816,1,37.9849,/apa/5471222391.html,7,1.0,Mar 3,640,19,
5453679609,,761,40517,-84.513809,2,37.989981,/apa/5453679609.html,9,1.0,Mar 3,800,44,
5431550167,,949,40502,-84.491419,2,38.009241,/apa/5431550167.html,5,,Mar 3,,18,
5463899219,,724,40502,-84.491419,1,38.009241,/apa/5463899219.html,10,,Mar 3,,19,
5463892884,,964,40502,-84.491419,2,38.009241,/apa/5463892884.html,13,,Mar 3,,19,
5474418248,,645,40503,-84.515704,2,38.00024,/apa/5474418248.html,5,1.0,Mar 3,950,23,
5474438047,,799,40517,-84.4708,1,37.9651,/apa/5474438047.html,0,1.0,Mar 3,745,43,
5474420950,,645,40503,-84.515704,2,38.00024,/apa/5474420950.html,5,1.0,Mar 3,950,23,
5436198011,,34,40514,-84.5646,5,37.8808,/apa/5436198011.html,0,,Mar 3,,10,
5471276077,,711,40517,-84.4945,2,37.983588,/apa/5471276077.html,12,1.0,Mar 3,946,39,
5474440851,,745,40517,-84.479113,1,37.993931,/apa/5474440851.html,21,1.0,Mar 3,841,18,
5474423618,,645,40503,-84.515704,2,38.00024,/apa/5474423618.html,5,1.0,Mar 3,950,23,
5474438555,,645,40503,-84.515704,2,38.00024,/apa/5474438555.html,4,1.0,Mar 3,950,23,
5474433206,,560,40504,-84.5433,2,38.0406,/apa/5474433206.html,4,,Mar 3,,14,
5474445389,,525,40502,-84.468985,1,38.019295,/apa/5474445389.html,5,1.0,Mar 3,500,2,
5474454352,,500,40505,-84.4583,2,38.0612,/apa/5474454352.html,3,,Mar 3,,1,
5439500905,,945,40503,-84.518045,0,37.996811,/apa/5439500905.html,8,280.0,Mar 3,280,11,
5474464629,,770,40517,-84.477503,2,37.994759,/apa/5474464629.html,24,1.0,Mar 3,845,18,
5439494829,,987,40517,-84.494587,0,37.983401,/apa/5439494829.html,7,300.0,Mar 3,300,11,
5474472273,,785,40517,-84.498886,2,37.987732,/apa/5474472273.html,7,2.0,Mar 3,900,40,
5474480449,,699,40517,-84.496423,1,37.974154,/apa/5474480449.html,2,1.0,Mar 3,708,18,
5474490150,,815,40511,-84.537542,2,38.212305,/apa/5474490150.html,6,1.0,Mar 3,816,24,
5431691684,,430,40515,-84.2955,0,37.7546,/apa/5431691684.html,12,,Mar 3,,6,
5474490760,,903,40517,-84.495656,3,37.989331,/apa/5474490760.html,19,2.5,Mar 3,1550,28,
5474502561,,599,40510,-84.871206,2,38.193815,/apa/5474502561.html,9,,Mar 3,,12,
5474489877,,1110,40517,-84.4708,4,37.9651,/apa/5474489877.html,4,,Mar 3,,1,
5474511233,,725,40515,-84.274911,2,37.709848,/apa/5474511233.html,0,1.5,Mar 3,1200,5,
5473615398,,450,40508,-84.511192,0,38.041906,/apa/5473615398.html,0,400.0,Mar 2,400,3,
5474501223,,826,40517,-84.513809,2,37.989981,/apa/5474501223.html,8,1.5,Mar 3,1025,44,
5441849997,,710,40502,-84.455305,0,38.012867,/apa/5441849997.html,13,,Mar 2,,30,
5440951318,,760,40504,-84.549155,2,38.048468,/apa/5440951318.html,9,1.0,Mar 2,960,17,
5473623981,,840,40517,-84.4708,1,37.9651,/apa/5473623981.html,0,1.0,Mar 2,745,43,
5473625853,,912,40517,-84.4708,2,37.9651,/apa/5473625853.html,0,2.0,Mar 2,1069,43,
